file_path,author
/home/aiadmin/Desktop/datasets/bigText/Beaumont__Greg__1943_/55150_ManyStoriedMountainsThe.txt,Beaumont__Greg__1943_
/home/aiadmin/Desktop/datasets/bigText/Vallery_Radot__René/47505_LouisPasteurHis.txt,Vallery_Radot__René
/home/aiadmin/Desktop/datasets/bigText/Vallery_Radot__René/60956_Thelifeof.txt,Vallery_Radot__René
/home/aiadmin/Desktop/datasets/bigText/Babington__Churchill/71984_Anintroductorylecture.txt,Babington__Churchill
/home/aiadmin/Desktop/datasets/bigText/Browne__G__F___George_Forrest_/31872_TheChristianChurch.txt,Browne__G__F___George_Forrest_
/home/aiadmin/Desktop/datasets/bigText/Browne__G__F___George_Forrest_/71904_AlcuinofYork.txt,Browne__G__F___George_Forrest_
/home/aiadmin/Desktop/datasets/bigText/Macfadden__Bernarr/19208_VitalitySupreme.txt,Macfadden__Bernarr
/home/aiadmin/Desktop/datasets/bigText/Reese__A__M___Albert_Moore_/22327_Developmentofthe.txt,Reese__A__M___Albert_Moore_
/home/aiadmin/Desktop/datasets/bigText/Keynes__John_Maynard/65278_ATracton.txt,Keynes__John_Maynard
/home/aiadmin/Desktop/datasets/bigText/Keynes__John_Maynard/15776_TheEconomicConsequences.txt,Keynes__John_Maynard
/home/aiadmin/Desktop/datasets/bigText/Keynes__John_Maynard/46037_ARevisionof.txt,Keynes__John_Maynard
/home/aiadmin/Desktop/datasets/bigText/Keynes__John_Maynard/49166_IndianCurrencyand.txt,Keynes__John_Maynard
/home/aiadmin/Desktop/datasets/bigText/Stewart__Donald_William/70853_Oldandrare.txt,Stewart__Donald_William
/home/aiadmin/Desktop/datasets/bigText/Stoughton__John/64472_ChristianLiterature.txt,Stoughton__John
/home/aiadmin/Desktop/datasets/bigText/Stoughton__John/67413_EcclesiasticalHistoryof.txt,Stoughton__John
/home/aiadmin/Desktop/datasets/bigText/Stoughton__John/65334_EcclesiasticalHistoryof.txt,Stoughton__John
/home/aiadmin/Desktop/datasets/bigText/Keane__A__H___Augustus_Henry_/35685_ManPastand.txt,Keane__A__H___Augustus_Henry_
/home/aiadmin/Desktop/datasets/bigText/Bradlaugh__Charles/36269_AFewWords.txt,Bradlaugh__Charles
/home/aiadmin/Desktop/datasets/bigText/Bradlaugh__Charles/36268_HeresyItsUtility.txt,Bradlaugh__Charles
/home/aiadmin/Desktop/datasets/bigText/Bradlaugh__Charles/30206_HumanitysGainfrom.txt,Bradlaugh__Charles
/home/aiadmin/Desktop/datasets/bigText/Shepard__Edward_Morse/41634_MartinVanBuren.txt,Shepard__Edward_Morse
/home/aiadmin/Desktop/datasets/bigText/Memes__J__S___John_Smythe_/58981_HistoryofSculpture.txt,Memes__J__S___John_Smythe_
/home/aiadmin/Desktop/datasets/bigText/Taine__Hippolyte/2577_TheAncientRegime.txt,Taine__Hippolyte
/home/aiadmin/Desktop/datasets/bigText/Taine__Hippolyte/52980_ThePhilosophyof.txt,Taine__Hippolyte
/home/aiadmin/Desktop/datasets/bigText/Taine__Hippolyte/2582_TheModernRegime.txt,Taine__Hippolyte
/home/aiadmin/Desktop/datasets/bigText/Anwyl__E___Edward_/18041_Celticreligionin.txt,Anwyl__E___Edward_
/home/aiadmin/Desktop/datasets/bigText/Osborne__Oliver_T___Oliver_Thomas_/3731_Disturbancesofthe.txt,Osborne__Oliver_T___Oliver_Thomas_
/home/aiadmin/Desktop/datasets/bigText/Buehler__Huber_Gray/12421_PracticalExercisesin.txt,Buehler__Huber_Gray
/home/aiadmin/Desktop/datasets/bigText/Brooklyn__New_York__N_Y____Committee_of_Ten/33172_DownTownBrooklyn.txt,Brooklyn__New_York__N_Y____Committee_of_Ten
/home/aiadmin/Desktop/datasets/bigText/Irwin__H__T___Henry_Thomas_Johnson____1978/69574_Excavationsatthe.txt,Irwin__H__T___Henry_Thomas_Johnson____1978
/home/aiadmin/Desktop/datasets/bigText/Skene__W__F___William_Forbes_/71258_CelticScotland.txt,Skene__W__F___William_Forbes_
/home/aiadmin/Desktop/datasets/bigText/Broxap__Ernest/41347_TheGreatCivil.txt,Broxap__Ernest
/home/aiadmin/Desktop/datasets/bigText/Thomas__William_Isaac/15015_SexandSociety.txt,Thomas__William_Isaac
/home/aiadmin/Desktop/datasets/bigText/Nuttall__P__Austin/12342_TheNuttallEncyclopdia.txt,Nuttall__P__Austin
/home/aiadmin/Desktop/datasets/bigText/Seldes__Gilbert/34890_ProclaimLiberty.txt,Seldes__Gilbert
/home/aiadmin/Desktop/datasets/bigText/Harland__Marion/50058_MarionHarlandsComplete.txt,Harland__Marion
/home/aiadmin/Desktop/datasets/bigText/Potter__John_Hasloch/16979_TheDisciplineof.txt,Potter__John_Hasloch
/home/aiadmin/Desktop/datasets/bigText/Gray__Thomas/15409_AnElegyWrote.txt,Gray__Thomas
/home/aiadmin/Desktop/datasets/bigText/Cordeaux__John/65411_Reportonthe.txt,Cordeaux__John
/home/aiadmin/Desktop/datasets/bigText/Fothergill__John/54911_AnAccountof.txt,Fothergill__John
/home/aiadmin/Desktop/datasets/bigText/Bagwell__Richard/42046_Irelandunderthe.txt,Bagwell__Richard
/home/aiadmin/Desktop/datasets/bigText/Beebe__Mabel_Borton/36581_FourAmericanNaval.txt,Beebe__Mabel_Borton
/home/aiadmin/Desktop/datasets/bigText/Tridon__André/44085_PsychoanalysisSleepand.txt,Tridon__André
/home/aiadmin/Desktop/datasets/bigText/Brandes__Georg/47675_MainCurrentsin.txt,Brandes__Georg
/home/aiadmin/Desktop/datasets/bigText/Brandes__Georg/47588_FriedrichNietzsche.txt,Brandes__Georg
/home/aiadmin/Desktop/datasets/bigText/Brandes__Georg/49999_EminentAuthorsof.txt,Brandes__Georg
/home/aiadmin/Desktop/datasets/bigText/Miers__Henry_Alex/48914_TheGrowthof.txt,Miers__Henry_Alex
/home/aiadmin/Desktop/datasets/bigText/McIlhenny__Loyce_J_/42626_CareersinAtomic.txt,McIlhenny__Loyce_J_
/home/aiadmin/Desktop/datasets/bigText/Hogarth__D__G___David_George_/7474_TheAncientEast.txt,Hogarth__D__G___David_George_
/home/aiadmin/Desktop/datasets/bigText/Groves__Anthony_Norris/24293_ChristianDevotedness.txt,Groves__Anthony_Norris
/home/aiadmin/Desktop/datasets/bigText/Jorden__Edward/66254_ABriefeDiscovrse.txt,Jorden__Edward
/home/aiadmin/Desktop/datasets/bigText/Porter__Robert_P___Robert_Percival_/41463_IndustrialCuba.txt,Porter__Robert_P___Robert_Percival_
/home/aiadmin/Desktop/datasets/bigText/Reed__William_Allan/20329_NegritosofZambales.txt,Reed__William_Allan
/home/aiadmin/Desktop/datasets/bigText/Wood__T__B___Thomas_Barlow_/52824_TheStoryof.txt,Wood__T__B___Thomas_Barlow_
/home/aiadmin/Desktop/datasets/bigText/Olmsted__Frederick_Law/49972_PittsburghMainThoroughfares.txt,Olmsted__Frederick_Law
/home/aiadmin/Desktop/datasets/bigText/Cheyney__Alice_S___Alice_Squires_/69557_Adefinitionof.txt,Cheyney__Alice_S___Alice_Squires_
/home/aiadmin/Desktop/datasets/bigText/Locy__William_A___William_Albert_/58867_BiologyandIts.txt,Locy__William_A___William_Albert_
/home/aiadmin/Desktop/datasets/bigText/Friedman__M__E_/37041_PreservationofBull.txt,Friedman__M__E_
/home/aiadmin/Desktop/datasets/bigText/Alexander__William_S_/45210_Legendsofthe.txt,Alexander__William_S_
/home/aiadmin/Desktop/datasets/bigText/Crookes__William/61096_Diamonds.txt,Crookes__William
/home/aiadmin/Desktop/datasets/bigText/Hickson__Sydney_J___Sydney_John_/64380_Thefaunaof.txt,Hickson__Sydney_J___Sydney_John_
/home/aiadmin/Desktop/datasets/bigText/Brewster__David/53311_TheLifeof.txt,Brewster__David
/home/aiadmin/Desktop/datasets/bigText/Brewster__David/25992_TheMartyrsof.txt,Brewster__David
/home/aiadmin/Desktop/datasets/bigText/Glueck__Bernard__1883_/19168_StudiesinForensic.txt,Glueck__Bernard__1883_
/home/aiadmin/Desktop/datasets/bigText/Lusk__Graham/32472_FoodinWar.txt,Lusk__Graham
/home/aiadmin/Desktop/datasets/bigText/Cumberland__Barlow/45498_Historyofthe.txt,Cumberland__Barlow
/home/aiadmin/Desktop/datasets/bigText/Hotchkiss__Willard_E___Willard_Eugene___1874_/29674_HigherEducationand.txt,Hotchkiss__Willard_E___Willard_Eugene___1874_
/home/aiadmin/Desktop/datasets/bigText/Lector/36842_TheIssueThe.txt,Lector
/home/aiadmin/Desktop/datasets/bigText/Lincoln__Abraham/9_AbrahamLincolnsFirst.txt,Lincoln__Abraham
/home/aiadmin/Desktop/datasets/bigText/Lincoln__Abraham/2659_ThePapersand.txt,Lincoln__Abraham
/home/aiadmin/Desktop/datasets/bigText/Step__Edward/34740_WaysideandWoodland.txt,Step__Edward
/home/aiadmin/Desktop/datasets/bigText/Dudgeon__Gerald_C___Gerald_Cecil_/70973_Theagriculturaland.txt,Dudgeon__Gerald_C___Gerald_Cecil_
/home/aiadmin/Desktop/datasets/bigText/Stewart__A__A___Alexander_A__/46113_Typesetting.txt,Stewart__A__A___Alexander_A__
/home/aiadmin/Desktop/datasets/bigText/Semple__Ellen_Churchill/15293_InfluencesofGeographic.txt,Semple__Ellen_Churchill
/home/aiadmin/Desktop/datasets/bigText/Thomson__J__Arthur__John_Arthur_/39002_HerbertSpencer.txt,Thomson__J__Arthur__John_Arthur_
/home/aiadmin/Desktop/datasets/bigText/Stannus__Graydon__Mrs_/45570_OldIrishGlass.txt,Stannus__Graydon__Mrs_
/home/aiadmin/Desktop/datasets/bigText/Stitt__E__R___Edward_Rhodes_/70667_Thediagnosticsand.txt,Stitt__E__R___Edward_Rhodes_
/home/aiadmin/Desktop/datasets/bigText/Cooper__Grace_Rogers/27137_TheScholfieldWoolCarding.txt,Cooper__Grace_Rogers
/home/aiadmin/Desktop/datasets/bigText/Thompson__D_Arcy_Wentworth/55264_OnGrowthand.txt,Thompson__D_Arcy_Wentworth
/home/aiadmin/Desktop/datasets/bigText/Gurowski__Adam/28926_DiaryfromMarch.txt,Gurowski__Adam
/home/aiadmin/Desktop/datasets/bigText/Thomssen__Edgar_George__1886_/34114_SoapMakingManual.txt,Thomssen__Edgar_George__1886_
/home/aiadmin/Desktop/datasets/bigText/Baden_Powell__Agnes/28983_HowGirlsCan.txt,Baden_Powell__Agnes
/home/aiadmin/Desktop/datasets/bigText/Huxley__Julian/65145_Essaysofa.txt,Huxley__Julian
/home/aiadmin/Desktop/datasets/bigText/Arnold__Edward_Vernon/64488_RomanStoicism.txt,Arnold__Edward_Vernon
/home/aiadmin/Desktop/datasets/bigText/Clifford__C__R___Chandler_Robbins_/25042_ColorValue.txt,Clifford__C__R___Chandler_Robbins_
/home/aiadmin/Desktop/datasets/bigText/Hamilton__William__Sir/35433_ObservationsonMount.txt,Hamilton__William__Sir
/home/aiadmin/Desktop/datasets/bigText/Monroe__Harriet_Earhart/70503_Washingtonitssights.txt,Monroe__Harriet_Earhart
/home/aiadmin/Desktop/datasets/bigText/Anderson__Sydney__1927_/30942_ExtensionsofKnown.txt,Anderson__Sydney__1927_
/home/aiadmin/Desktop/datasets/bigText/Anderson__Sydney__1927_/31730_Subspeciationinthe.txt,Anderson__Sydney__1927_
/home/aiadmin/Desktop/datasets/bigText/Anderson__Sydney__1927_/38021_TheBaculumin.txt,Anderson__Sydney__1927_
/home/aiadmin/Desktop/datasets/bigText/Anderson__Sydney__1927_/31084_NeotropicalBatsfrom.txt,Anderson__Sydney__1927_
/home/aiadmin/Desktop/datasets/bigText/Anderson__Sydney__1927_/32112_RecordsofHarvest.txt,Anderson__Sydney__1927_
/home/aiadmin/Desktop/datasets/bigText/Anderson__Sydney__1927_/33204_Subspeciationinthe.txt,Anderson__Sydney__1927_
/home/aiadmin/Desktop/datasets/bigText/Graham__Sylvester/66331_ATreatiseon.txt,Graham__Sylvester
/home/aiadmin/Desktop/datasets/bigText/Gross__Hans/1320_CriminalPsychologyA.txt,Gross__Hans
/home/aiadmin/Desktop/datasets/bigText/Wilkins__W__H___William_Henry_/47043_TheAlienInvasion.txt,Wilkins__W__H___William_Henry_
/home/aiadmin/Desktop/datasets/bigText/Cooper__A___Ambrose_/65020_TheCompleteDistiller.txt,Cooper__A___Ambrose_
/home/aiadmin/Desktop/datasets/bigText/Howell__Thomas_J_/62274_TheStrangerin.txt,Howell__Thomas_J_
/home/aiadmin/Desktop/datasets/bigText/Fleming__J__A___John_Ambrose___Sir/38526_HertzianWaveWireless.txt,Fleming__J__A___John_Ambrose___Sir
/home/aiadmin/Desktop/datasets/bigText/Tupper__Martin_Farquhar/16857_ProbabilitiesAn.txt,Tupper__Martin_Farquhar
/home/aiadmin/Desktop/datasets/bigText/Belcher__Joseph/44140_GeorgeWhitefieldA.txt,Belcher__Joseph
/home/aiadmin/Desktop/datasets/bigText/Hegel__Georg_Wilhelm_Friedrich/55334_ThePhilosophyof.txt,Hegel__Georg_Wilhelm_Friedrich
/home/aiadmin/Desktop/datasets/bigText/Hegel__Georg_Wilhelm_Friedrich/39064_HegelsPhilosophyof.txt,Hegel__Georg_Wilhelm_Friedrich
/home/aiadmin/Desktop/datasets/bigText/Hegel__Georg_Wilhelm_Friedrich/55108_TheLogicof.txt,Hegel__Georg_Wilhelm_Friedrich
/home/aiadmin/Desktop/datasets/bigText/Hegel__Georg_Wilhelm_Friedrich/58169_HegelsLectureson.txt,Hegel__Georg_Wilhelm_Friedrich
/home/aiadmin/Desktop/datasets/bigText/Clifton__A__B_/37049_BellsCathedralsThe.txt,Clifton__A__B_
/home/aiadmin/Desktop/datasets/bigText/Benson__Edwin/17848_Lifeina.txt,Benson__Edwin
/home/aiadmin/Desktop/datasets/bigText/Kirkwood__Daniel/41570_TheAsteroidsOr.txt,Kirkwood__Daniel
/home/aiadmin/Desktop/datasets/bigText/O_Malley__Austin/42764_TheEthicsof.txt,O_Malley__Austin
/home/aiadmin/Desktop/datasets/bigText/O_Malley__Austin/39036_EssaysInPastoral.txt,O_Malley__Austin
/home/aiadmin/Desktop/datasets/bigText/Power__William_Henry__Sir/53863_ASpecialMortality.txt,Power__William_Henry__Sir
/home/aiadmin/Desktop/datasets/bigText/Owen__Richard/68925_Thezoologyof.txt,Owen__Richard
/home/aiadmin/Desktop/datasets/bigText/Dick__Thomas/54420_ThePracticalAstronomer.txt,Dick__Thomas
/home/aiadmin/Desktop/datasets/bigText/Ludovici__Anthony_M___Anthony_Mario_/71805_Woman.txt,Ludovici__Anthony_M___Anthony_Mario_
/home/aiadmin/Desktop/datasets/bigText/Carnarvon__George_Edward_Stanhope_Molyneux_Herbert__Earl_of/48382_FiveYearsExplorations.txt,Carnarvon__George_Edward_Stanhope_Molyneux_Herbert__Earl_of
/home/aiadmin/Desktop/datasets/bigText/Faris__John_T___John_Thomson_/65371_OldFortChartres.txt,Faris__John_T___John_Thomson_
/home/aiadmin/Desktop/datasets/bigText/Bergson__Henri/56852_TimeandFree.txt,Bergson__Henri
/home/aiadmin/Desktop/datasets/bigText/Bergson__Henri/20842_Dreams.txt,Bergson__Henri
/home/aiadmin/Desktop/datasets/bigText/Bergson__Henri/26163_CreativeEvolution.txt,Bergson__Henri
/home/aiadmin/Desktop/datasets/bigText/Syme__William_Anderson__1879_/34510_SomeConstituentsof.txt,Syme__William_Anderson__1879_
/home/aiadmin/Desktop/datasets/bigText/Perry__Ralph_Barton/25110_TheApproachto.txt,Perry__Ralph_Barton
/home/aiadmin/Desktop/datasets/bigText/Perry__Ralph_Barton/22135_TheMoralEconomy.txt,Perry__Ralph_Barton
/home/aiadmin/Desktop/datasets/bigText/Rothschild__Lionel_Walter_Rothschild__Baron/40000_Extinctbirds.txt,Rothschild__Lionel_Walter_Rothschild__Baron
/home/aiadmin/Desktop/datasets/bigText/Dice__Lee_R___Lee_Raymond_/33648_TheMammalsof.txt,Dice__Lee_R___Lee_Raymond_
/home/aiadmin/Desktop/datasets/bigText/Bolton__Herbert_Eugene/36619_TheColonizationof.txt,Bolton__Herbert_Eugene
/home/aiadmin/Desktop/datasets/bigText/Grasser__Georg__1883_/7981_SyntheticTanninsTheir.txt,Grasser__Georg__1883_
/home/aiadmin/Desktop/datasets/bigText/Forbes__George/8172_HistoryofAstronomy.txt,Forbes__George
/home/aiadmin/Desktop/datasets/bigText/Ferguson__James/60619_AstronomyExplainedUpon.txt,Ferguson__James
/home/aiadmin/Desktop/datasets/bigText/Waller__John_Augustine/42809_ATreatiseon.txt,Waller__John_Augustine
/home/aiadmin/Desktop/datasets/bigText/Whiton__James_Morris/26397_MiraclesandSupernatural.txt,Whiton__James_Morris
/home/aiadmin/Desktop/datasets/bigText/Dunlop__John_Colin/35751_HistoryofRoman.txt,Dunlop__John_Colin
/home/aiadmin/Desktop/datasets/bigText/Dacier__André/29547_ThePrefaceto.txt,Dacier__André
/home/aiadmin/Desktop/datasets/bigText/Mackenzie__Kenneth_R__H___Kenneth_Robert_Henderson_/64271_Burmahandthe.txt,Mackenzie__Kenneth_R__H___Kenneth_Robert_Henderson_
/home/aiadmin/Desktop/datasets/bigText/Crockett__W__S___William_Shillinglaw_/31678_IntheBorder.txt,Crockett__W__S___William_Shillinglaw_
/home/aiadmin/Desktop/datasets/bigText/Salisbury__William___1823/12363_TheBotanistsCompanion.txt,Salisbury__William___1823
/home/aiadmin/Desktop/datasets/bigText/Andersen__Kenneth_W_/33659_MammalsofNorthwestern.txt,Andersen__Kenneth_W_
/home/aiadmin/Desktop/datasets/bigText/Scott__George_Gilbert__Sir/61255_Lecturesonthe.txt,Scott__George_Gilbert__Sir
/home/aiadmin/Desktop/datasets/bigText/Litchfield__Frederick/60369_IllustratedHistoryof.txt,Litchfield__Frederick
/home/aiadmin/Desktop/datasets/bigText/Litchfield__Frederick/12254_IllustratedHistoryof.txt,Litchfield__Frederick
/home/aiadmin/Desktop/datasets/bigText/Thompson__C__J__S___Charles_John_Samuel_/43840_PoisonRomanceand.txt,Thompson__C__J__S___Charles_John_Samuel_
/home/aiadmin/Desktop/datasets/bigText/Bramwell__Amy_Blanche/69766_Thetrainingof.txt,Bramwell__Amy_Blanche
/home/aiadmin/Desktop/datasets/bigText/Caithness__James_Sinclair__14th_earl_of/15468_Lecturesonpopular.txt,Caithness__James_Sinclair__14th_earl_of
/home/aiadmin/Desktop/datasets/bigText/Russell__R__V___Robert_Vane_/20583_TheTribesand.txt,Russell__R__V___Robert_Vane_
/home/aiadmin/Desktop/datasets/bigText/Roper__Dora_C__C__L___Dora_Cathrine_Cristine_Liebel___1873_/27245_Foodforthe.txt,Roper__Dora_C__C__L___Dora_Cathrine_Cristine_Liebel___1873_
/home/aiadmin/Desktop/datasets/bigText/Jessopp__Augustus/6625_TheComingof.txt,Jessopp__Augustus
/home/aiadmin/Desktop/datasets/bigText/Morris__Joseph_E___Joseph_Ernest_/4242_Belgium.txt,Morris__Joseph_E___Joseph_Ernest_
/home/aiadmin/Desktop/datasets/bigText/Johannsen__O__A___Oskar_Augustus_/34279_HandbookofMedical.txt,Johannsen__O__A___Oskar_Augustus_
/home/aiadmin/Desktop/datasets/bigText/Legge__Francis/71647_Forerunnersandrivals.txt,Legge__Francis
/home/aiadmin/Desktop/datasets/bigText/Droz__Joseph/56869_TheArtof.txt,Droz__Joseph
/home/aiadmin/Desktop/datasets/bigText/MacCaffrey__James/2396_Historyofthe.txt,MacCaffrey__James
/home/aiadmin/Desktop/datasets/bigText/Crossland__Cyril/71230_Desertandwater.txt,Crossland__Cyril
/home/aiadmin/Desktop/datasets/bigText/Fénelon__François_de_Salignac_de_La_Mothe_/11044_TheExistenceof.txt,Fénelon__François_de_Salignac_de_La_Mothe_
/home/aiadmin/Desktop/datasets/bigText/Adams__John_Quincy/896_TheJubileeof.txt,Adams__John_Quincy
/home/aiadmin/Desktop/datasets/bigText/Croly__Herbert_David/14422_ThePromiseof.txt,Croly__Herbert_David
/home/aiadmin/Desktop/datasets/bigText/Ford__Henry_Jones/3041_TheClevelandEra.txt,Ford__Henry_Jones
/home/aiadmin/Desktop/datasets/bigText/Kelly__Edmond/34979_TwentiethCenturySocialism.txt,Kelly__Edmond
/home/aiadmin/Desktop/datasets/bigText/Vincent__Ethel_Gwendoline__1861_/51280_NewfoundlandtoCochin.txt,Vincent__Ethel_Gwendoline__1861_
/home/aiadmin/Desktop/datasets/bigText/Loudon__Mrs___Jane_/47039_BotanyforLadies.txt,Loudon__Mrs___Jane_
/home/aiadmin/Desktop/datasets/bigText/Goldberg__Isaac/49605_BrazilianLiterature.txt,Goldberg__Isaac
/home/aiadmin/Desktop/datasets/bigText/Davey__Richard/50427_TheNineDays.txt,Davey__Richard
/home/aiadmin/Desktop/datasets/bigText/Scott_Elliot__W___William_/21796_TheStoryof.txt,Scott_Elliot__W___William_
/home/aiadmin/Desktop/datasets/bigText/Hug__Lina/39695_TheStoryof.txt,Hug__Lina
/home/aiadmin/Desktop/datasets/bigText/Wright__Quincy/50814_PrizeMoney.txt,Wright__Quincy
/home/aiadmin/Desktop/datasets/bigText/Mencken__H__L___Henry_Louis_/53538_Prejudicesfirstseries.txt,Mencken__H__L___Henry_Louis_
/home/aiadmin/Desktop/datasets/bigText/Mencken__H__L___Henry_Louis_/1270_InDefenseof.txt,Mencken__H__L___Henry_Louis_
/home/aiadmin/Desktop/datasets/bigText/Jenkins__Hester_Donaldson/51299_IbrahimPashaGrand.txt,Jenkins__Hester_Donaldson
/home/aiadmin/Desktop/datasets/bigText/Hamlin__A__D__F___Alfred_Dwight_Foster_/47687_TheBrochureSeries.txt,Hamlin__A__D__F___Alfred_Dwight_Foster_
/home/aiadmin/Desktop/datasets/bigText/Bowen__Louise_de_Koven/60375_TheColoredPeople.txt,Bowen__Louise_de_Koven
/home/aiadmin/Desktop/datasets/bigText/Morris__Charles/28471_ManAndHis.txt,Morris__Charles
/home/aiadmin/Desktop/datasets/bigText/Earle__Alice_Morse/34005_CuriousPunishmentsof.txt,Earle__Alice_Morse
/home/aiadmin/Desktop/datasets/bigText/Corbett__Thomas_B_/57783_TheLegislativeManual.txt,Corbett__Thomas_B_
/home/aiadmin/Desktop/datasets/bigText/Proudhon__P__J___Pierre_Joseph_/360_WhatisProperty.txt,Proudhon__P__J___Pierre_Joseph_
/home/aiadmin/Desktop/datasets/bigText/Ward__Humphry__Mrs_/13827_FieldsofVictory.txt,Ward__Humphry__Mrs_
/home/aiadmin/Desktop/datasets/bigText/Jefferson__Thomas/52878_TheWritingsof.txt,Jefferson__Thomas
/home/aiadmin/Desktop/datasets/bigText/Jefferson__Thomas/5012_Stateofthe.txt,Jefferson__Thomas
/home/aiadmin/Desktop/datasets/bigText/Jefferson__Thomas/56035_TheWritingsof.txt,Jefferson__Thomas
/home/aiadmin/Desktop/datasets/bigText/Jefferson__Thomas/50046_TheWritingsof.txt,Jefferson__Thomas
/home/aiadmin/Desktop/datasets/bigText/Jefferson__Thomas/45847_TheWritingsof.txt,Jefferson__Thomas
/home/aiadmin/Desktop/datasets/bigText/Jefferson__Thomas/53603_TheWritingsof.txt,Jefferson__Thomas
/home/aiadmin/Desktop/datasets/bigText/Homer__751__BCE_651__BCE/41935_TheAdventuresof.txt,Homer__751__BCE_651__BCE
/home/aiadmin/Desktop/datasets/bigText/Nosek__Vladimir/9650_IndependentBohemia.txt,Nosek__Vladimir
/home/aiadmin/Desktop/datasets/bigText/Tesla__Nikola/13476_ExperimentswithAlternate.txt,Tesla__Nikola
/home/aiadmin/Desktop/datasets/bigText/Beeching__H__C___Henry_Charles_/21776_GeorgeBorrow.txt,Beeching__H__C___Henry_Charles_
/home/aiadmin/Desktop/datasets/bigText/Cressman__Edmund_Dresser/51685_HumanisticStudiesof.txt,Cressman__Edmund_Dresser
/home/aiadmin/Desktop/datasets/bigText/Croce__Benedetto/54642_TheoryHistory.txt,Croce__Benedetto
