custom_id,author,cleaned_text
Chandler__Henry_W___Henry_William_-37850_Remarksonthe.txt-18,Chandler Henry W  Henry William ,
Armitage__Robert_B_-40623_PrivateSexAdvice.txt-19,Armitage Robert B ,
Armitage__Robert_B_-40623_PrivateSexAdvice.txt-15,Armitage Robert B ,
Armitage__Robert_B_-40623_PrivateSexAdvice.txt-14,Armitage Robert B ,
Armitage__Robert_B_-40623_PrivateSexAdvice.txt-12,Armitage Robert B ,
Ferri__Enrico-477_CriminalSociology.txt-1,Ferri Enrico,
Ferri__Enrico-477_CriminalSociology.txt-3,Ferri Enrico,
Ferri__Enrico-10580_ThePositiveSchool.txt-8,Ferri Enrico,
Ferri__Enrico-18397_SocialismandModern.txt-15,Ferri Enrico,
Ferri__Enrico-18397_SocialismandModern.txt-6,Ferri Enrico,
Achenwall__Gottfried-24752_AchenwallsObservationson.txt-3,Achenwall Gottfried,
Achenwall__Gottfried-24752_AchenwallsObservationson.txt-0,Achenwall Gottfried,
Achenwall__Gottfried-24752_AchenwallsObservationson.txt-2,Achenwall Gottfried,
Achenwall__Gottfried-24752_AchenwallsObservationson.txt-1,Achenwall Gottfried,
Achenwall__Gottfried-24752_AchenwallsObservationson.txt-4,Achenwall Gottfried,
De_Fontaine__F__G___Felix_Gregory_-35693_HistoryofAmerican.txt-9,De Fontaine F G  Felix Gregory ,
De_Fontaine__F__G___Felix_Gregory_-35693_HistoryofAmerican.txt-16,De Fontaine F G  Felix Gregory ,
Hess__Alfred_F_-40505_ScurvyPastand.txt-10,Hess Alfred F ,
Hess__Alfred_F_-40505_ScurvyPastand.txt-1,Hess Alfred F ,
Hess__Alfred_F_-40505_ScurvyPastand.txt-15,Hess Alfred F ,
Hess__Alfred_F_-40505_ScurvyPastand.txt-18,Hess Alfred F ,
Hess__Alfred_F_-40505_ScurvyPastand.txt-8,Hess Alfred F ,
Dunphy__Harold_Morse-62231_OneThousandWays.txt-13,Dunphy Harold Morse,
Dunphy__Harold_Morse-62231_OneThousandWays.txt-3,Dunphy Harold Morse,
Dunphy__Harold_Morse-62231_OneThousandWays.txt-9,Dunphy Harold Morse,
Koller__Armin_Hajman__1878_-55619_TheTheoryof.txt-4,Koller Armin Hajman 1878 ,
Koller__Armin_Hajman__1878_-55619_TheTheoryof.txt-14,Koller Armin Hajman 1878 ,
Koller__Armin_Hajman__1878_-55619_TheTheoryof.txt-7,Koller Armin Hajman 1878 ,
Baird__Samuel_J___Samuel_John_-52917_ABibleHistory.txt-6,Baird Samuel J  Samuel John ,
Baird__Samuel_J___Samuel_John_-52917_ABibleHistory.txt-17,Baird Samuel J  Samuel John ,
Baird__Samuel_J___Samuel_John_-52917_ABibleHistory.txt-13,Baird Samuel J  Samuel John ,
Baird__Samuel_J___Samuel_John_-52917_ABibleHistory.txt-8,Baird Samuel J  Samuel John ,
Baird__Samuel_J___Samuel_John_-52917_ABibleHistory.txt-1,Baird Samuel J  Samuel John ,
Perry__Edward_Wilkin-55729_BananasNaturesInstitution.txt-4,Perry Edward Wilkin,
Perry__Edward_Wilkin-55729_BananasNaturesInstitution.txt-0,Perry Edward Wilkin,
Perry__Edward_Wilkin-55729_BananasNaturesInstitution.txt-3,Perry Edward Wilkin,
Perry__Edward_Wilkin-55729_BananasNaturesInstitution.txt-2,Perry Edward Wilkin,
Perry__Edward_Wilkin-55729_BananasNaturesInstitution.txt-1,Perry Edward Wilkin,
Westervelt__W__D___William_Drake_-66547_LegendsofOld.txt-19,Westervelt W D  William Drake ,
Westervelt__W__D___William_Drake_-66547_LegendsofOld.txt-0,Westervelt W D  William Drake ,
Westervelt__W__D___William_Drake_-66547_LegendsofOld.txt-10,Westervelt W D  William Drake ,
Bradley__A__C___Andrew_Cecil_-36773_OxfordLectureson.txt-1,Bradley A C  Andrew Cecil ,
Bradley__A__C___Andrew_Cecil_-36773_OxfordLectureson.txt-14,Bradley A C  Andrew Cecil ,
Bradley__A__C___Andrew_Cecil_-36773_OxfordLectureson.txt-17,Bradley A C  Andrew Cecil ,
Bradley__A__C___Andrew_Cecil_-36773_OxfordLectureson.txt-7,Bradley A C  Andrew Cecil ,
Bradley__A__C___Andrew_Cecil_-36773_OxfordLectureson.txt-18,Bradley A C  Andrew Cecil ,
Carlile__Richard-38379_AnAddressto.txt-12,Carlile Richard,
Carlile__Richard-40211_ChurchReform.txt-17,Carlile Richard,
Carlile__Richard-40211_ChurchReform.txt-19,Carlile Richard,
Carlile__Richard-38379_AnAddressto.txt-8,Carlile Richard,
White__William_Braid-57354_TheoryandPractice.txt-0,White William Braid,
White__William_Braid-57354_TheoryandPractice.txt-13,White William Braid,
White__William_Braid-57354_TheoryandPractice.txt-19,White William Braid,
White__William_Braid-57354_TheoryandPractice.txt-11,White William Braid,
White__William_Braid-57354_TheoryandPractice.txt-18,White William Braid,
Linebarger__Paul_Myron_Anthony-48612_PsychologicalWarfare.txt-11,Linebarger Paul Myron Anthony,
Linebarger__Paul_Myron_Anthony-50465_TheChinaof.txt-7,Linebarger Paul Myron Anthony,
Linebarger__Paul_Myron_Anthony-40350_GovernmentinRepublican.txt-6,Linebarger Paul Myron Anthony,
Linebarger__Paul_Myron_Anthony-50465_TheChinaof.txt-10,Linebarger Paul Myron Anthony,
Linebarger__Paul_Myron_Anthony-50465_TheChinaof.txt-1,Linebarger Paul Myron Anthony,
Woodward__Ashbel-23635_Wampum.txt-5,Woodward Ashbel,
Woodward__Ashbel-23635_Wampum.txt-0,Woodward Ashbel,
Woodward__Ashbel-23635_Wampum.txt-3,Woodward Ashbel,
Woodward__Ashbel-23635_Wampum.txt-6,Woodward Ashbel,
Proffatt__John-41075_TheCuriositiesand.txt-0,Proffatt John,
Proffatt__John-41075_TheCuriositiesand.txt-9,Proffatt John,
Proffatt__John-41075_TheCuriositiesand.txt-13,Proffatt John,
Proffatt__John-41075_TheCuriositiesand.txt-12,Proffatt John,
Proffatt__John-41075_TheCuriositiesand.txt-10,Proffatt John,
Brissenden__Paul_F___Paul_Frederick_-45758_TheIW.txt-0,Brissenden Paul F  Paul Frederick ,
Brissenden__Paul_F___Paul_Frederick_-45758_TheIW.txt-7,Brissenden Paul F  Paul Frederick ,
Brissenden__Paul_F___Paul_Frederick_-45758_TheIW.txt-1,Brissenden Paul F  Paul Frederick ,
Brissenden__Paul_F___Paul_Frederick_-45758_TheIW.txt-19,Brissenden Paul F  Paul Frederick ,
Brissenden__Paul_F___Paul_Frederick_-45758_TheIW.txt-8,Brissenden Paul F  Paul Frederick ,
Richards__John__1834_-57120_TheEconomyof.txt-0,Richards John 1834 ,
Richards__John__1834_-57120_TheEconomyof.txt-9,Richards John 1834 ,
Richards__John__1834_-57120_TheEconomyof.txt-8,Richards John 1834 ,
Richards__John__1834_-57120_TheEconomyof.txt-5,Richards John 1834 ,
Richards__John__1834_-57120_TheEconomyof.txt-16,Richards John 1834 ,
Sheavyn__Phoebe-50840_HigherEducationfor.txt-3,Sheavyn Phoebe,
Sheavyn__Phoebe-50840_HigherEducationfor.txt-8,Sheavyn Phoebe,
Sheavyn__Phoebe-50840_HigherEducationfor.txt-7,Sheavyn Phoebe,
Sheavyn__Phoebe-50840_HigherEducationfor.txt-0,Sheavyn Phoebe,
Sheavyn__Phoebe-50840_HigherEducationfor.txt-1,Sheavyn Phoebe,
Zimmer__Kevin_J___1958_-53307_ABirdersGuide.txt-17,Zimmer Kevin J  1958 ,
Zimmer__Kevin_J___1958_-53307_ABirdersGuide.txt-18,Zimmer Kevin J  1958 ,
Zimmer__Kevin_J___1958_-53307_ABirdersGuide.txt-7,Zimmer Kevin J  1958 ,
Zimmer__Kevin_J___1958_-53307_ABirdersGuide.txt-2,Zimmer Kevin J  1958 ,
Zimmer__Kevin_J___1958_-53307_ABirdersGuide.txt-14,Zimmer Kevin J  1958 ,
Köppen__Fedor_von-61365_TheArmiesof.txt-12,Köppen Fedor von,
Köppen__Fedor_von-61365_TheArmiesof.txt-5,Köppen Fedor von,
Köppen__Fedor_von-61365_TheArmiesof.txt-17,Köppen Fedor von,
Köppen__Fedor_von-61365_TheArmiesof.txt-0,Köppen Fedor von,
Green__Horace-10918_TheLogof.txt-9,Green Horace,
Green__Horace-10918_TheLogof.txt-11,Green Horace,
Green__Horace-10918_TheLogof.txt-8,Green Horace,
Green__Horace-10918_TheLogof.txt-2,Green Horace,
Anderson__Sydney__1927_-38021_TheBaculumin.txt-9,Anderson Sydney 1927 ,
Anderson__Sydney__1927_-38021_TheBaculumin.txt-3,Anderson Sydney 1927 ,
Anderson__Sydney__1927_-33204_Subspeciationinthe.txt-0,Anderson Sydney 1927 ,
Anderson__Sydney__1927_-31730_Subspeciationinthe.txt-0,Anderson Sydney 1927 ,
Anderson__Sydney__1927_-38021_TheBaculumin.txt-13,Anderson Sydney 1927 ,
Hurlbert__William_Henry-21498_Franceandthe.txt-5,Hurlbert William Henry,
Hurlbert__William_Henry-21498_Franceandthe.txt-6,Hurlbert William Henry,
Hurlbert__William_Henry-21498_Franceandthe.txt-17,Hurlbert William Henry,
Hurlbert__William_Henry-21498_Franceandthe.txt-1,Hurlbert William Henry,
Smith__Edgar_Fahs-24706_JamesCutbushan.txt-4,Smith Edgar Fahs,
Smith__Edgar_Fahs-24706_JamesCutbushan.txt-6,Smith Edgar Fahs,
Smith__Edgar_Fahs-24706_JamesCutbushan.txt-1,Smith Edgar Fahs,
Smith__Edgar_Fahs-24706_JamesCutbushan.txt-10,Smith Edgar Fahs,
Eliot__Charles-15255_HinduismandBuddhism.txt-0,Eliot Charles,
Eliot__Charles-16847_HinduismandBuddhism.txt-18,Eliot Charles,
Eliot__Charles-15255_HinduismandBuddhism.txt-19,Eliot Charles,
Eliot__Charles-16847_HinduismandBuddhism.txt-2,Eliot Charles,
Harper__Charles_G___Charles_George_-57366_ThamesValleyVillages.txt-17,Harper Charles G  Charles George ,
Harper__Charles_G___Charles_George_-58482_TheManchesterand.txt-4,Harper Charles G  Charles George ,
Harper__Charles_G___Charles_George_-57366_ThamesValleyVillages.txt-14,Harper Charles G  Charles George ,
Harper__Charles_G___Charles_George_-58909_TheHastingsRoad.txt-0,Harper Charles G  Charles George ,
Harper__Charles_G___Charles_George_-58482_TheManchesterand.txt-2,Harper Charles G  Charles George ,
Zenker__E__V___Ernst_Viktor_-31903_AnarchismACriticism.txt-9,Zenker E V  Ernst Viktor ,
Zenker__E__V___Ernst_Viktor_-31903_AnarchismACriticism.txt-10,Zenker E V  Ernst Viktor ,
Zenker__E__V___Ernst_Viktor_-31903_AnarchismACriticism.txt-15,Zenker E V  Ernst Viktor ,
Zenker__E__V___Ernst_Viktor_-31903_AnarchismACriticism.txt-1,Zenker E V  Ernst Viktor ,
Zenker__E__V___Ernst_Viktor_-31903_AnarchismACriticism.txt-2,Zenker E V  Ernst Viktor ,
Piccoli__Raffaello-54860_BenedettoCroceAn.txt-11,Piccoli Raffaello,
Piccoli__Raffaello-54860_BenedettoCroceAn.txt-16,Piccoli Raffaello,
Piccoli__Raffaello-54860_BenedettoCroceAn.txt-8,Piccoli Raffaello,
Piccoli__Raffaello-54860_BenedettoCroceAn.txt-15,Piccoli Raffaello,
Piccoli__Raffaello-54860_BenedettoCroceAn.txt-7,Piccoli Raffaello,
Keane__A__H___Augustus_Henry_-35685_ManPastand.txt-15,Keane A H  Augustus Henry ,
Keane__A__H___Augustus_Henry_-35685_ManPastand.txt-9,Keane A H  Augustus Henry ,
Keane__A__H___Augustus_Henry_-35685_ManPastand.txt-13,Keane A H  Augustus Henry ,
Keane__A__H___Augustus_Henry_-35685_ManPastand.txt-6,Keane A H  Augustus Henry ,
Keane__A__H___Augustus_Henry_-35685_ManPastand.txt-0,Keane A H  Augustus Henry ,
Vail__Alfred-61533_TheAmericanElectro.txt-8,Vail Alfred,
Vail__Alfred-61533_TheAmericanElectro.txt-14,Vail Alfred,
Vail__Alfred-61533_TheAmericanElectro.txt-17,Vail Alfred,
Vail__Alfred-61533_TheAmericanElectro.txt-15,Vail Alfred,
Machiavelli__Niccolò-1232_ThePrince.txt-16,Machiavelli Niccolò,
Machiavelli__Niccolò-1232_ThePrince.txt-19,Machiavelli Niccolò,
Machiavelli__Niccolò-1232_ThePrince.txt-0,Machiavelli Niccolò,
Machiavelli__Niccolò-57037_ThePrince.txt-1,Machiavelli Niccolò,
Machiavelli__Niccolò-1232_ThePrince.txt-17,Machiavelli Niccolò,
Mitton__G__E___Geraldine_Edith_-21218_MayfairBelgraviaand.txt-0,Mitton G E  Geraldine Edith ,
Mitton__G__E___Geraldine_Edith_-21218_MayfairBelgraviaand.txt-13,Mitton G E  Geraldine Edith ,
Mitton__G__E___Geraldine_Edith_-21218_MayfairBelgraviaand.txt-2,Mitton G E  Geraldine Edith ,
Mitton__G__E___Geraldine_Edith_-21218_MayfairBelgraviaand.txt-8,Mitton G E  Geraldine Edith ,
Straker__F___Frederick_-61605_TheMoneyMarket.txt-16,Straker F  Frederick ,
Straker__F___Frederick_-61605_TheMoneyMarket.txt-13,Straker F  Frederick ,
Straker__F___Frederick_-61605_TheMoneyMarket.txt-11,Straker F  Frederick ,
Straker__F___Frederick_-61605_TheMoneyMarket.txt-19,Straker F  Frederick ,
Straker__F___Frederick_-61605_TheMoneyMarket.txt-8,Straker F  Frederick ,
Hopkins__Edward_Washburn-14499_TheReligionsof.txt-9,Hopkins Edward Washburn,
Hopkins__Edward_Washburn-14499_TheReligionsof.txt-0,Hopkins Edward Washburn,
Hopkins__Edward_Washburn-14499_TheReligionsof.txt-6,Hopkins Edward Washburn,
Hopkins__Edward_Washburn-14499_TheReligionsof.txt-18,Hopkins Edward Washburn,
Hopkins__Edward_Washburn-14499_TheReligionsof.txt-12,Hopkins Edward Washburn,
Myers__Gustavus-6495_GreatFortunesfrom.txt-19,Myers Gustavus,
Myers__Gustavus-6495_GreatFortunesfrom.txt-1,Myers Gustavus,
Myers__Gustavus-53115_TheHistoryof.txt-4,Myers Gustavus,
Myers__Gustavus-53115_TheHistoryof.txt-14,Myers Gustavus,
Myers__Gustavus-53115_TheHistoryof.txt-13,Myers Gustavus,
Birkenhead__Frederick_Edwin_Smith__Earl_of-18636_TheStoryof.txt-7,Birkenhead Frederick Edwin Smith Earl of,
Birkenhead__Frederick_Edwin_Smith__Earl_of-18636_TheStoryof.txt-9,Birkenhead Frederick Edwin Smith Earl of,
Birkenhead__Frederick_Edwin_Smith__Earl_of-18636_TheStoryof.txt-3,Birkenhead Frederick Edwin Smith Earl of,
Birkenhead__Frederick_Edwin_Smith__Earl_of-18636_TheStoryof.txt-10,Birkenhead Frederick Edwin Smith Earl of,
Birkenhead__Frederick_Edwin_Smith__Earl_of-18636_TheStoryof.txt-1,Birkenhead Frederick Edwin Smith Earl of,
Cary__Elisabeth_Luther-31940_ArtistsPastand.txt-14,Cary Elisabeth Luther,
Cary__Elisabeth_Luther-31940_ArtistsPastand.txt-12,Cary Elisabeth Luther,
Cary__Elisabeth_Luther-31940_ArtistsPastand.txt-13,Cary Elisabeth Luther,
Cary__Elisabeth_Luther-31940_ArtistsPastand.txt-10,Cary Elisabeth Luther,
Cary__Elisabeth_Luther-31940_ArtistsPastand.txt-5,Cary Elisabeth Luther,
Gilman__Elizabeth_Hale-44732_TheLibraryof.txt-6,Gilman Elizabeth Hale,
Gilman__Elizabeth_Hale-44732_TheLibraryof.txt-9,Gilman Elizabeth Hale,
Gilman__Elizabeth_Hale-44732_TheLibraryof.txt-4,Gilman Elizabeth Hale,
Gilman__Elizabeth_Hale-44732_TheLibraryof.txt-16,Gilman Elizabeth Hale,
Gilman__Elizabeth_Hale-44732_TheLibraryof.txt-2,Gilman Elizabeth Hale,
Gamble__Eliza_Burt-639_TheGodIdeaof.txt-7,Gamble Eliza Burt,
Gamble__Eliza_Burt-639_TheGodIdeaof.txt-11,Gamble Eliza Burt,
Gamble__Eliza_Burt-639_TheGodIdeaof.txt-16,Gamble Eliza Burt,
Gamble__Eliza_Burt-639_TheGodIdeaof.txt-8,Gamble Eliza Burt,
Gamble__Eliza_Burt-639_TheGodIdeaof.txt-5,Gamble Eliza Burt,
Eastman__Charles_A_-27448_TheIndianToday.txt-15,Eastman Charles A ,
Eastman__Charles_A_-27448_TheIndianToday.txt-0,Eastman Charles A ,
Eastman__Charles_A_-27448_TheIndianToday.txt-19,Eastman Charles A ,
Eastman__Charles_A_-27448_TheIndianToday.txt-9,Eastman Charles A ,
Eastman__Charles_A_-27448_TheIndianToday.txt-13,Eastman Charles A ,
Comstock__George_C___George_Cary_-34834_ATextBookof.txt-16,Comstock George C  George Cary ,
Comstock__George_C___George_Cary_-34834_ATextBookof.txt-17,Comstock George C  George Cary ,
Comstock__George_C___George_Cary_-34834_ATextBookof.txt-10,Comstock George C  George Cary ,
Comstock__George_C___George_Cary_-34834_ATextBookof.txt-7,Comstock George C  George Cary ,
Comstock__George_C___George_Cary_-34834_ATextBookof.txt-15,Comstock George C  George Cary ,
Lebert__Marie-36985_TheeBookis.txt-7,Lebert Marie,
Lebert__Marie-41814_Theweba.txt-17,Lebert Marie,
Lebert__Marie-27030_FromthePrint.txt-18,Lebert Marie,
Lebert__Marie-33460_BooknologyTheeBook.txt-17,Lebert Marie,
Child__Lydia_Maria-13989_TheDutyof.txt-11,Child Lydia Maria,
Child__Lydia_Maria-13989_TheDutyof.txt-1,Child Lydia Maria,
Le_Plongeon__Augustus-57458_SacredMysteriesAmong.txt-2,Le Plongeon Augustus,
Le_Plongeon__Augustus-57458_SacredMysteriesAmong.txt-6,Le Plongeon Augustus,
Le_Plongeon__Augustus-57458_SacredMysteriesAmong.txt-4,Le Plongeon Augustus,
Le_Plongeon__Augustus-57458_SacredMysteriesAmong.txt-17,Le Plongeon Augustus,
Throop__Lucy_Abbot-14824_FurnishingtheHome.txt-6,Throop Lucy Abbot,
Throop__Lucy_Abbot-14824_FurnishingtheHome.txt-5,Throop Lucy Abbot,
Throop__Lucy_Abbot-14824_FurnishingtheHome.txt-13,Throop Lucy Abbot,
Throop__Lucy_Abbot-14824_FurnishingtheHome.txt-18,Throop Lucy Abbot,
Throop__Lucy_Abbot-14824_FurnishingtheHome.txt-10,Throop Lucy Abbot,
Morgan__A__P___Andrew_Price_-29534_TheMyxomycetesof.txt-1,Morgan A P  Andrew Price ,
Morgan__A__P___Andrew_Price_-29534_TheMyxomycetesof.txt-17,Morgan A P  Andrew Price ,
Morgan__A__P___Andrew_Price_-29534_TheMyxomycetesof.txt-7,Morgan A P  Andrew Price ,
Morgan__A__P___Andrew_Price_-29534_TheMyxomycetesof.txt-15,Morgan A P  Andrew Price ,
Morgan__A__P___Andrew_Price_-29534_TheMyxomycetesof.txt-12,Morgan A P  Andrew Price ,
Fletcher__John-49140_StudiesonSlavery.txt-15,Fletcher John,
Fletcher__John-49140_StudiesonSlavery.txt-14,Fletcher John,
Fletcher__John-49140_StudiesonSlavery.txt-1,Fletcher John,
Fletcher__John-49140_StudiesonSlavery.txt-17,Fletcher John,
Fletcher__John-49140_StudiesonSlavery.txt-9,Fletcher John,
Bradlaugh__Charles-36269_AFewWords.txt-5,Bradlaugh Charles,
Bradlaugh__Charles-36268_HeresyItsUtility.txt-13,Bradlaugh Charles,
Bradlaugh__Charles-36268_HeresyItsUtility.txt-18,Bradlaugh Charles,
Bradlaugh__Charles-36269_AFewWords.txt-3,Bradlaugh Charles,
Reed__S__B___Samuel_Burrage___1834_-68706_Modernhouseplansfor.txt-18,Reed S B  Samuel Burrage  1834 ,
Reed__S__B___Samuel_Burrage___1834_-68706_Modernhouseplansfor.txt-7,Reed S B  Samuel Burrage  1834 ,
Reed__S__B___Samuel_Burrage___1834_-68706_Modernhouseplansfor.txt-16,Reed S B  Samuel Burrage  1834 ,
Reed__S__B___Samuel_Burrage___1834_-68706_Modernhouseplansfor.txt-10,Reed S B  Samuel Burrage  1834 ,
Reed__S__B___Samuel_Burrage___1834_-68706_Modernhouseplansfor.txt-1,Reed S B  Samuel Burrage  1834 ,
Balck__W___William_-64927_TacticsVolume1.txt-17,Balck W  William ,
Balck__W___William_-64927_TacticsVolume1.txt-15,Balck W  William ,
Balck__W___William_-64927_TacticsVolume1.txt-12,Balck W  William ,
Pasteur__Louis-63355_StudiesonFermentation.txt-1,Pasteur Louis,
Pasteur__Louis-63355_StudiesonFermentation.txt-16,Pasteur Louis,
Pasteur__Louis-63355_StudiesonFermentation.txt-4,Pasteur Louis,
Pasteur__Louis-63355_StudiesonFermentation.txt-6,Pasteur Louis,
Pasteur__Louis-63355_StudiesonFermentation.txt-18,Pasteur Louis,
Milne__John_Stewart-40424_SurgicalInstrumentsin.txt-16,Milne John Stewart,
Milne__John_Stewart-40424_SurgicalInstrumentsin.txt-4,Milne John Stewart,
Milne__John_Stewart-40424_SurgicalInstrumentsin.txt-18,Milne John Stewart,
Milne__John_Stewart-40424_SurgicalInstrumentsin.txt-9,Milne John Stewart,
Milne__John_Stewart-40424_SurgicalInstrumentsin.txt-6,Milne John Stewart,
Allen__C__F__H___Charles_Francis_Hitchcock_-57089_MetaTolueneSulphonic.txt-1,Allen C F H  Charles Francis Hitchcock ,
Allen__C__F__H___Charles_Francis_Hitchcock_-57089_MetaTolueneSulphonic.txt-2,Allen C F H  Charles Francis Hitchcock ,
Allen__C__F__H___Charles_Francis_Hitchcock_-57089_MetaTolueneSulphonic.txt-0,Allen C F H  Charles Francis Hitchcock ,
Allen__C__F__H___Charles_Francis_Hitchcock_-57089_MetaTolueneSulphonic.txt-4,Allen C F H  Charles Francis Hitchcock ,
Allen__C__F__H___Charles_Francis_Hitchcock_-57089_MetaTolueneSulphonic.txt-3,Allen C F H  Charles Francis Hitchcock ,
Jastrow__Morris-20758_TheReligionof.txt-11,Jastrow Morris,
Jastrow__Morris-20758_TheReligionof.txt-2,Jastrow Morris,
Jastrow__Morris-20758_TheReligionof.txt-8,Jastrow Morris,
Stevenson__Burton_Egbert-16508_AmericanMenof.txt-11,Stevenson Burton Egbert,
Stevenson__Burton_Egbert-16508_AmericanMenof.txt-1,Stevenson Burton Egbert,
Stevenson__Burton_Egbert-16508_AmericanMenof.txt-3,Stevenson Burton Egbert,
Stevenson__Burton_Egbert-16508_AmericanMenof.txt-13,Stevenson Burton Egbert,
Stevenson__Burton_Egbert-16508_AmericanMenof.txt-6,Stevenson Burton Egbert,
Stewart__Donald_William-70853_Oldandrare.txt-9,Stewart Donald William,
Stewart__Donald_William-70853_Oldandrare.txt-0,Stewart Donald William,
Stewart__Donald_William-70853_Oldandrare.txt-3,Stewart Donald William,
Stewart__Donald_William-70853_Oldandrare.txt-1,Stewart Donald William,
Stewart__Donald_William-70853_Oldandrare.txt-16,Stewart Donald William,
Hill__Alex-63089_TheBodyat.txt-2,Hill Alex,
Hill__Alex-63089_TheBodyat.txt-4,Hill Alex,
Hill__Alex-63089_TheBodyat.txt-11,Hill Alex,
Hill__Alex-63089_TheBodyat.txt-7,Hill Alex,
Hill__Alex-63089_TheBodyat.txt-10,Hill Alex,
Field__David_Dudley-29460_TheElectoralVotes.txt-1,Field David Dudley,
Field__David_Dudley-29460_TheElectoralVotes.txt-5,Field David Dudley,
Field__David_Dudley-29460_TheElectoralVotes.txt-4,Field David Dudley,
Field__David_Dudley-29460_TheElectoralVotes.txt-7,Field David Dudley,
Field__David_Dudley-29460_TheElectoralVotes.txt-2,Field David Dudley,
Douglas_Irvine__Helen-43667_ExtractsRelatingto.txt-6,Douglas Irvine Helen,
Douglas_Irvine__Helen-43667_ExtractsRelatingto.txt-7,Douglas Irvine Helen,
Douglas_Irvine__Helen-43667_ExtractsRelatingto.txt-9,Douglas Irvine Helen,
Leduc__Stéphane-33862_TheMechanismof.txt-17,Leduc Stéphane,
Leduc__Stéphane-33862_TheMechanismof.txt-2,Leduc Stéphane,
Leduc__Stéphane-33862_TheMechanismof.txt-4,Leduc Stéphane,
Leduc__Stéphane-33862_TheMechanismof.txt-13,Leduc Stéphane,
Leduc__Stéphane-33862_TheMechanismof.txt-0,Leduc Stéphane,
Marlatt__C__L_-63229_TheBedbug1934.txt-0,Marlatt C L ,
Marlatt__C__L_-63225_TheBedbug1916.txt-0,Marlatt C L ,
Marlatt__C__L_-63229_TheBedbug1934.txt-2,Marlatt C L ,
Marlatt__C__L_-63225_TheBedbug1916.txt-1,Marlatt C L ,
Marlatt__C__L_-63229_TheBedbug1934.txt-1,Marlatt C L ,
Scott__Ernest__Sir-7304_TheLifeof.txt-10,Scott Ernest Sir,
Scott__Ernest__Sir-7450_TerreNapolena.txt-14,Scott Ernest Sir,
Scott__Ernest__Sir-7450_TerreNapolena.txt-5,Scott Ernest Sir,
Scott__Ernest__Sir-7304_TheLifeof.txt-2,Scott Ernest Sir,
Scott__Ernest__Sir-7450_TerreNapolena.txt-2,Scott Ernest Sir,
Lowery__George_H___Jr_-34546_Additionstothe.txt-2,Lowery George H  Jr ,
Lowery__George_H___Jr_-34546_Additionstothe.txt-1,Lowery George H  Jr ,
Lowery__George_H___Jr_-34546_Additionstothe.txt-3,Lowery George H  Jr ,
Lowery__George_H___Jr_-34546_Additionstothe.txt-4,Lowery George H  Jr ,
Lowery__George_H___Jr_-34546_Additionstothe.txt-0,Lowery George H  Jr ,
Shaw__Robert_B_-13397_Historyofthe.txt-5,Shaw Robert B ,
Shaw__Robert_B_-13397_Historyofthe.txt-17,Shaw Robert B ,
Shaw__Robert_B_-13397_Historyofthe.txt-10,Shaw Robert B ,
